cutting_speed,spindle_speed,feed,feed_rate,power_pc ,cooling,material,drill_bit_type,process_time,main_failure,BEF,CCF,FWF,WDF
30.19,801,0.254,203,231.52,100,1,1,18.36,0,0,0,0,0
30.43,807,0.24,194,222.62,75,1,1,17.86,0,0,0,0,0
17.6,467,0.257,120,79.59,50,3,3,34.36,0,0,0,0,0
17.38,461,0.265,122,80.05,50,3,3,33.24,0,0,0,0,0
17.77,471,0.279,131,88.06,75,3,3,33.13,0,0,0,0,0
22.12,587,0.16,94,78.14,25,2,2,35.03,0,0,0,0,0
30.03,797,0.234,186,210.94,75,1,1,20.6,0,0,0,0,0
22.39,594,0.173,103,86.56,25,2,2,35.81,0,0,0,0,0
29.49,782,0.211,165,183.25,75,1,1,20.73,0,0,0,0,0
17.89,475,0.271,129,86.66,50,3,2,31.7,1,0,0,0,1
23.06,612,0.208,127,110.79,75,2,2,35.78,0,0,0,0,0
22.67,601,0.178,107,91.68,50,2,2,35.21,0,0,0,0,0
29.6,785,0.226,227,198.04,75,1,1,17.54,1,0,0,1,0
30.05,797,0.245,195,221.22,75,1,1,20.39,0,0,0,0,0
22.53,598,0.169,101,85.78,25,2,2,35.24,0,0,0,0,0
22.49,597,0.165,99,83.64,25,2,2,36.04,0,0,0,0,0
30.16,800,0.264,211,240.33,100,1,1,18.31,0,0,0,0,0
29.84,792,0.243,193,216.8,75,1,1,20.05,0,0,0,0,0
29.85,792,0.226,179,201.46,75,1,1,19.57,0,0,0,0,0
22.36,593,0.16,95,80.26,25,2,2,33.67,0,0,0,0,0
22.77,604,0.177,107,91.79,50,2,2,35.32,0,0,0,0,0
17.29,459,0.251,115,75.14,50,3,3,32.27,0,0,0,0,0
22.61,600,0.178,107,91.28,50,2,2,34.46,0,0,0,0,0
17.1,453,0.236,107,68.87,25,3,3,33.66,0,0,0,0,0
29.27,776,0.178,177,152.18,75,1,1,17.71,0,0,0,0,0
23.11,613,0.208,128,111.18,75,2,2,36.03,0,0,0,0,0
17.48,464,0.237,110,72.46,50,3,3,33.81,0,0,0,0,0
29.76,789,0.263,208,233.15,100,1,1,19.71,0,0,0,0,0
30.15,800,0.257,206,233.83,100,1,1,20.98,0,0,0,0,0
22.75,603,0.183,110,94.49,50,2,2,36.18,0,0,0,0,0
30.08,798,0.253,202,228.82,75,1,1,21.23,0,0,0,0,0
17.63,468,0.25,117,77.73,50,3,3,31.86,0,0,0,0,0
22.45,595,0.181,108,91.12,50,2,2,33.4,0,0,0,0,0
30.53,810,0.284,230,264.84,100,1,1,21.5,0,0,0,0,0
22.26,591,0.182,108,90.35,50,2,2,36.31,0,0,0,0,0
17.77,471,0.267,126,84.29,50,3,3,33.62,0,0,0,0,0
22.78,604,0.185,112,96.12,50,2,2,34.66,0,0,0,0,0
17.66,469,0.276,129,86.18,50,3,3,33.7,0,0,0,0,0
29.49,782,0.206,161,179.18,75,1,1,18.31,0,0,0,0,0
17.26,458,0.233,107,69.42,25,3,3,33.26,0,0,0,0,0
22.88,607,0.181,110,94.66,50,2,2,36.01,0,0,0,0,0
16.93,449,0.237,107,68.08,25,3,3,34.9,0,0,0,0,0
22.43,595,0.155,92,78.08,25,2,2,34.98,0,0,0,0,0
22.8,605,0.182,110,94.64,50,2,2,36.07,0,0,0,0,0
17.53,465,0.257,120,79.09,50,3,3,33.09,0,0,0,0,0
29.84,791,0.246,195,219.08,75,1,1,20.3,0,0,0,0,0
29.98,795,0.238,189,213.64,75,1,1,19.23,0,0,0,0,0
22.18,588,0.164,125,80.55,25,2,2,35.49,1,0,1,0,0
29.65,786,0.232,183,204.37,75,1,1,21.32,0,0,0,0,0
17.35,460,0.257,118,77.28,50,3,3,33.51,0,0,0,0,0
16.66,442,0.2,113,55.65,0,3,3,32.25,1,1,0,0,0
17.34,460,0.254,117,76.5,50,3,1,32.57,1,0,0,0,1
18.04,478,0.282,135,91.79,75,3,3,33.57,0,0,0,0,0
29.94,794,0.228,181,204.73,75,1,1,19.89,0,0,0,0,0
23.21,616,0.197,122,106.35,50,2,2,34.97,0,0,0,0,0
22.59,599,0.164,98,83.58,25,2,2,36.35,0,0,0,0,0
17.58,466,0.257,120,79.54,50,3,3,33.6,0,0,0,0,0
16.82,446,0.227,101,64.22,25,3,3,30.85,0,0,0,0,0
17.07,453,0.251,113,73.02,50,3,3,32.29,0,0,0,0,0
30.26,803,0.279,224,255.52,100,1,1,20.65,0,0,0,0,0
30.06,797,0.239,190,215.67,75,1,1,19.99,0,0,0,0,0
30.08,798,0.247,197,223.41,75,1,1,18.81,0,0,0,0,0
29.7,788,0.235,185,207.54,75,1,1,20.88,0,0,0,0,0
22.42,595,0.183,109,91.87,50,2,2,34.89,0,0,0,0,0
22.39,594,0.158,94,78.99,25,2,2,35.21,0,0,0,0,0
30.35,805,0.24,193,221.02,75,1,1,20.34,0,0,0,0,0
16.98,450,0.223,131,64.27,25,3,3,32.92,1,0,1,0,0
30.05,797,0.258,205,232.63,100,1,1,19.45,0,0,0,0,0
17.26,458,0.26,119,77.4,50,3,3,33.46,0,0,0,0,0
22.61,600,0.186,111,94.81,50,2,2,35.84,0,0,0,0,0
22.33,592,0.167,99,83.43,25,2,2,34.32,0,0,0,0,0
23.19,615,0.218,134,117.43,75,2,2,34.97,0,0,0,0,0
17.21,457,0.249,114,73.81,50,3,3,34.42,0,0,0,0,0
30.15,800,0.252,201,228.86,75,1,1,19.98,0,0,0,0,0
23,610,0.19,116,100.54,50,2,2,35.56,0,0,0,0,0
29.9,793,0.239,189,213.44,75,1,1,19.78,0,0,0,0,0
29.98,795,0.253,201,227.04,75,1,1,19.33,0,0,0,0,0
22.62,600,0.188,113,96.32,50,2,2,33.58,0,0,0,0,0
22.49,597,0.165,99,83.58,25,2,2,34.38,0,0,0,0,0
17.36,461,0.241,111,72.51,50,3,3,33.42,0,0,0,0,0
17.15,455,0.237,108,69.86,25,3,3,34.62,0,0,0,0,0
30.35,805,0.265,214,244.39,100,1,1,19.36,0,0,0,0,0
17.66,469,0.246,115,76.85,50,3,3,32.36,0,0,0,0,0
22.9,607,0.185,112,96.8,50,2,2,35.03,0,0,0,0,0
29.79,790,0.242,191,214.41,75,1,1,20.11,0,0,0,0,0
30.28,803,0.265,213,243.38,100,1,1,19.65,0,0,0,0,0
18.1,480,0.291,140,95.47,75,3,3,32.88,0,0,0,0,0
29.3,777,0.184,143,157.86,75,1,1,20.47,0,0,0,0,0
17.16,455,0.244,111,71.71,50,3,3,33.84,0,0,0,0,0
17.14,455,0.225,102,66.06,25,3,3,32.67,0,0,0,0,0
17.43,462,0.254,117,77.15,50,3,3,33.45,0,0,0,0,0
22.75,603,0.201,121,104.05,50,2,2,34.81,0,0,0,0,0
22.15,588,0.132,77,64.55,0,2,2,35.61,0,0,0,0,0
17.89,475,0.27,128,86.48,50,3,3,33.44,0,0,0,0,0
17.42,462,0.277,128,83.95,50,3,3,34.06,0,0,0,0,0
22.81,605,0.187,113,97.16,50,2,2,36.78,0,0,0,0,0
30.07,798,0.234,186,211.3,75,1,1,20.67,0,0,0,0,0
22.66,601,0.198,119,101.75,50,2,2,32.84,0,0,0,0,0
30.22,802,0.255,204,232.47,100,1,1,20.44,0,0,0,0,0
17.68,469,0.248,116,77.49,50,3,3,31.55,0,0,0,0,0
22.38,594,0.172,102,86.32,25,2,2,36.62,0,0,0,0,0
29.82,791,0.232,183,206.02,75,1,1,19.26,0,0,0,0,0
22.78,604,0.195,118,101.02,50,2,2,35.73,0,0,0,0,0
17.39,461,0.237,109,71.57,50,3,3,32.49,0,0,0,0,0
22.49,597,0.188,112,95.06,50,2,2,34.5,0,0,0,0,0
22.81,605,0.167,101,86.86,25,2,2,35.18,0,0,0,0,0
29.62,786,0.231,182,203.02,75,1,1,20.75,0,0,0,0,0
22.56,598,0.196,117,99.84,50,2,2,34.34,0,0,0,0,0
17.15,455,0.255,116,75,50,3,3,34.3,0,0,0,0,0
17.63,468,0.269,126,83.54,50,3,3,31.81,0,0,0,0,0
22.39,594,0.166,99,83.46,25,2,2,35,0,0,0,0,0
22.29,591,0.147,87,72.83,0,2,2,35.55,0,0,0,0,0
22.7,602,0.173,104,89.06,50,2,2,35.03,0,0,0,0,0
29.67,787,0.2,202,176.23,75,1,1,21.26,0,0,0,0,0
30.15,800,0.258,206,234.36,100,1,1,18.87,0,0,0,0,0
17.63,468,0.266,124,82.52,50,3,3,32.18,0,0,0,0,0
30.3,804,0.265,213,243.05,100,1,1,21.04,0,0,0,0,0
22.51,597,0.182,109,92.12,50,2,2,35.31,0,0,0,0,0
30.22,802,0.257,206,234.96,100,1,1,20.37,0,0,0,0,0
17.15,455,0.259,118,76.17,50,3,3,30.98,0,0,0,0,0
22.55,598,0.193,115,97.96,50,2,2,33.53,0,0,0,0,0
22.94,608,0.216,131,113.56,75,2,2,35.53,0,0,0,0,0
22.66,601,0.194,116,99.4,50,2,2,34.17,0,0,0,0,0
17.64,468,0.281,132,87.53,75,3,3,31.52,0,0,0,0,0
22.33,592,0.162,96,80.72,25,2,2,34.29,0,0,0,0,0
17.23,457,0.272,124,80.78,50,3,3,34.5,0,0,0,0,0
29.86,792,0.253,200,225.71,75,1,1,21.18,0,0,0,0,0
22.83,606,0.189,114,98.44,50,2,2,34.63,0,0,0,0,0
22.94,608,0.199,121,104.72,50,2,2,35.55,0,0,0,0,0
29.43,781,0.21,164,181.47,75,1,1,19.09,0,0,0,0,0
22.98,609,0.194,119,102.68,50,2,2,34.07,0,0,0,0,0
17.49,464,0.26,120,79.44,50,3,3,33.15,0,0,0,0,0
17.49,464,0.255,118,77.91,50,3,3,32.73,0,0,0,0,0
17.35,460,0.252,116,75.84,50,3,3,32.36,0,0,0,0,0
22.55,598,0.177,106,90.11,50,2,2,34.99,0,0,0,0,0
22.8,605,0.173,105,90.03,50,2,2,33.63,0,0,0,0,0
23.04,611,0.207,127,109.97,75,2,2,35.9,0,0,0,0,0
30.01,796,0.239,190,215.27,75,1,1,20.07,0,0,0,0,0
17.57,466,0.268,125,82.71,50,3,3,32.71,0,0,0,0,0
22.29,591,0.17,100,84.3,25,2,2,34.56,0,0,0,0,0
30.3,804,0.279,224,255.93,100,1,1,19.9,0,0,0,0,0
30.32,804,0.248,200,228.34,75,1,1,20.04,0,0,0,0,0
22.8,605,0.202,122,104.91,50,2,2,35.38,0,0,0,0,0
22.34,593,0.149,88,74.46,0,2,2,34.95,0,0,0,0,0
30.42,807,0.272,220,251.9,100,1,1,20.55,0,0,0,0,0
17.09,453,0.239,108,69.67,25,3,3,32.66,0,0,0,0,0
16.98,450,0.216,97,62.15,25,3,3,32.58,0,0,0,0,0
22.56,598,0.191,114,97.14,50,2,2,37.12,0,0,0,0,0
29.8,791,0.241,190,213.71,75,1,1,20.86,0,0,0,0,0
17.06,453,0.22,99,64,25,3,3,33.31,0,0,0,0,0
30.11,799,0.239,191,217.06,75,1,1,19.82,0,0,0,0,0
17.5,464,0.272,126,83.35,50,3,3,33.67,0,0,0,0,0
22.8,605,0.188,114,97.75,50,2,2,34.81,0,0,0,0,0
22.82,605,0.201,122,104.53,50,2,2,35.54,0,0,0,0,0
22.84,606,0.213,129,111.17,75,2,2,35.21,0,0,0,0,0
29.81,791,0.225,178,199.93,75,1,1,20.87,0,0,0,0,0
23.21,616,0.228,140,122.94,75,2,2,36.72,0,0,0,0,0
22.74,603,0.185,111,95.54,50,2,2,35.23,0,0,0,0,0
21.67,575,0.108,62,50.83,0,2,3,34.29,1,1,1,0,1
30.47,808,0.266,215,247.13,100,1,1,19.82,0,0,0,0,0
30.13,799,0.249,199,225.78,75,1,1,18.99,0,0,0,0,0
22.9,607,0.185,113,97.2,50,2,2,35.93,0,0,0,0,0
30.13,799,0.239,191,216.72,75,1,1,18.99,0,0,0,0,0
22.6,600,0.192,115,98.17,50,2,2,34.58,0,0,0,0,0
16.79,445,0.206,92,58.06,0,3,3,33.43,0,0,0,0,0
23.18,615,0.225,139,121.12,75,2,2,35.05,0,0,0,0,0
22.97,609,0.213,130,112.13,75,2,2,34.07,0,0,0,0,0
22.77,604,0.196,118,101.65,50,2,2,36.14,0,0,0,0,0
17.81,473,0.276,130,87.5,75,3,3,33.1,0,0,0,0,0
17.16,455,0.215,98,63.26,25,3,3,33.58,0,0,0,0,0
17.23,457,0.245,112,72.69,50,3,3,33.6,0,0,0,0,0
17.36,460,0.253,116,76.18,50,3,3,34.66,0,0,0,0,0
16.8,446,0.216,96,60.88,25,3,3,32.8,0,0,0,0,0
17.65,468,0.262,122,81.43,50,3,3,34.25,0,0,0,0,0
17.57,466,0.253,118,78,50,3,3,33.39,0,0,0,0,0
29.91,793,0.223,177,199.23,75,1,1,20.7,0,0,0,0,0
29.83,791,0.233,184,207.45,75,1,1,21.43,0,0,0,0,0
17.53,465,0.274,127,84.23,50,3,3,34.25,0,0,0,0,0
29.64,786,0.221,174,194.54,75,1,1,19.43,0,0,0,0,0
29.65,786,0.233,235,205.25,75,1,1,20.86,1,0,0,1,0
29.5,782,0.223,224,194.32,75,1,1,18.39,1,0,0,1,0
22.87,607,0.168,102,88,25,2,2,34.27,0,0,0,0,0
17.54,465,0.262,122,80.49,50,3,3,33.14,0,0,0,0,0
29.44,781,0.222,222,192.54,75,1,1,18.62,1,0,0,1,0
30.29,803,0.281,226,257.74,100,1,1,18.54,0,0,0,0,0
30.03,797,0.259,206,233.1,100,1,1,19.03,0,0,0,0,0
17.47,463,0.262,121,79.99,50,3,3,34.37,0,0,0,0,0
22.54,598,0.171,133,86.67,25,2,2,36.44,1,0,1,0,0
30.23,802,0.234,188,213.71,75,1,1,18.7,0,0,0,0,0
30.38,806,0.26,209,239.52,100,1,1,19.69,0,0,0,0,0
22.94,608,0.196,119,102.85,50,2,2,33.91,0,0,0,0,0
17.35,460,0.249,115,74.94,50,3,3,33.09,0,0,0,0,0
22.66,601,0.183,110,94.09,50,2,2,34.85,0,0,0,0,0
22.47,596,0.181,108,91.44,50,2,2,34.52,0,0,0,0,0
17.58,466,0.259,121,79.89,50,3,3,32.96,0,0,0,0,0
17.44,463,0.253,117,76.93,50,3,3,34.42,0,0,0,0,0
29.68,787,0.23,232,202.55,75,1,1,18.56,1,0,0,1,0
17.56,466,0.267,124,82.33,50,3,3,32.56,0,0,0,0,0
17.35,460,0.234,140,70.54,25,3,3,34.47,1,0,1,0,0
17.04,452,0.253,114,73.4,50,3,3,35.11,0,0,0,0,0
30.32,804,0.25,201,230.29,75,1,1,19.64,0,0,0,0,0
29.89,793,0.252,200,225.62,75,1,1,20.31,0,0,0,0,0
22.48,596,0.184,110,93.18,50,2,2,35.92,0,0,0,0,0
17.71,470,0.267,125,83.69,50,3,3,33.63,0,0,0,0,0
29.98,795,0.246,196,221.14,75,1,1,19.82,0,0,0,0,0
23.05,611,0.201,123,106.88,50,2,2,34.78,0,0,0,0,0
22.83,606,0.179,109,93.4,50,2,2,35.45,0,0,0,0,0
17.75,471,0.292,138,92.2,75,3,3,33.91,0,0,0,0,0
17.04,452,0.231,104,67,25,3,3,33.93,0,0,0,0,0
17.46,463,0.252,117,76.85,50,3,3,33.58,0,0,0,0,0
17.14,455,0.242,110,71.17,50,3,3,31.92,0,0,0,0,0
22.58,599,0.192,115,98.07,50,2,2,34.82,0,0,0,0,0
22.46,596,0.177,105,89.25,50,2,2,34.03,0,0,0,0,0
22.49,597,0.182,109,92.22,50,2,2,34.98,0,0,0,0,0
17.47,463,0.232,108,70.79,25,3,3,32.18,0,0,0,0,0
22.52,597,0.184,110,93.17,50,2,2,35.06,0,0,0,0,0
22.82,605,0.192,116,99.79,50,2,2,34.34,0,0,0,0,0
17.13,454,0.247,112,72.43,50,3,3,32.67,0,0,0,0,0
30.19,801,0.263,211,239.94,100,1,1,19.64,0,0,0,0,0
17.79,472,0.25,118,79.23,50,3,3,32.44,0,0,0,0,0
22.96,609,0.202,123,106.66,50,2,2,34.79,0,0,0,0,0
22.43,595,0.174,104,87.79,50,2,2,34.38,0,0,0,0,0
29.89,793,0.211,167,188.28,75,1,1,19.28,0,0,0,0,0
29.61,785,0.225,177,197.52,75,1,1,19.93,0,0,0,0,0
30.25,803,0.274,220,250.51,100,1,1,19.71,0,0,0,0,0
29.9,793,0.248,197,222.11,75,1,1,18.55,0,0,0,0,0
22.63,600,0.193,116,98.89,50,2,2,36.03,0,0,0,0,0
17.81,472,0.281,133,89.02,75,3,3,32.61,0,0,0,0,0
22.88,607,0.198,120,103.51,50,2,2,34,0,0,0,0,0
17,451,0.232,105,67.11,25,3,3,31.73,0,0,0,0,0
22.6,600,0.161,125,82.26,25,2,2,35.6,1,0,1,0,0
17.14,455,0.246,112,72.21,50,3,3,33.27,0,0,0,0,0
23.04,611,0.194,119,103.26,50,2,2,34.07,0,0,0,0,0
22.92,608,0.186,113,97.92,50,2,2,35.51,0,0,0,0,0
17.68,469,0.253,119,79.1,50,3,3,32.83,0,0,0,0,0
22.2,589,0.162,96,79.97,25,2,2,36.89,0,0,0,0,0
22.62,600,0.175,105,89.35,50,2,2,35.79,0,0,0,0,0
17.22,457,0.229,104,67.82,25,3,3,33.31,0,0,0,0,0
30.47,808,0.27,218,250.42,100,1,1,20.08,0,0,0,0,0
30.12,799,0.249,199,226.02,75,1,1,19.92,0,0,0,0,0
16.75,444,0.217,96,60.81,25,3,3,32.93,0,0,0,0,0
21.97,583,0.14,81,67.37,0,2,2,36.01,1,1,0,0,0
17.27,458,0.238,109,70.92,50,3,3,33.86,0,0,0,0,0
22.58,599,0.184,110,93.84,50,2,2,35.41,0,0,0,0,0
29.77,790,0.226,178,200.07,75,1,1,19.37,0,0,0,0,0
30.13,799,0.254,203,230.18,100,1,1,19.14,0,0,0,0,0
22.92,608,0.196,119,103.02,50,2,2,34.7,0,0,0,0,0
16.96,450,0.221,129,63.51,25,3,3,33.78,0,0,0,0,0
17.08,453,0.24,141,69.87,25,3,3,33.56,1,0,1,0,0
22.72,603,0.186,112,96.07,50,2,2,34.84,0,0,0,0,0
17.22,457,0.247,113,73.23,50,3,3,31.97,0,0,0,0,0
29.66,787,0.218,171,191.6,75,1,1,18.14,0,0,0,0,0
30.19,801,0.274,219,249.27,100,1,1,20.1,0,0,0,0,0
22.5,597,0.175,105,88.69,50,2,2,35.2,0,0,0,0,0
17.06,453,0.205,93,59.66,0,3,3,33.78,0,0,0,0,0
30.1,798,0.239,191,216.42,75,1,1,20.12,0,0,0,0,0
17.54,465,0.268,125,82.41,50,3,3,33.68,0,0,0,0,0
22.25,590,0.156,92,77.48,25,2,2,35.06,0,0,0,0,0
29.93,794,0.236,187,211.16,75,1,1,18.53,0,0,0,0,0
22.33,592,0.161,96,80.45,25,2,2,36.57,0,0,0,0,0
17.59,466,0.251,117,77.55,50,3,3,35.11,0,0,0,0,0
29.48,782,0.219,172,190.74,75,1,1,18.22,0,0,0,0,0
22.77,604,0.198,120,102.73,50,2,2,33.36,0,0,0,0,0
22.86,606,0.207,126,108.26,75,2,2,36.5,0,0,0,0,0
22.91,608,0.184,112,96.41,50,2,2,36.73,0,0,0,0,0
29.97,795,0.243,193,217.97,75,1,1,19.74,0,0,0,0,0
22.48,596,0.169,100,85.14,25,2,2,34.33,0,0,0,0,0
17.48,464,0.267,124,81.57,50,3,3,33.54,0,0,0,0,0
22.28,591,0.17,101,84.44,25,2,2,34.56,0,0,0,0,0
17.64,468,0.266,124,82.64,50,3,3,32.42,0,0,0,0,0
17.74,471,0.271,127,85.2,50,3,3,32.83,0,0,0,0,0
30.07,798,0.238,190,214.95,75,1,1,20.77,0,0,0,0,0
17.08,453,0.246,111,71.7,50,3,3,33.81,0,0,0,0,0
22.81,605,0.199,120,103.53,50,2,2,35.26,0,0,0,0,0
30.55,810,0.281,228,262.07,100,1,1,18.93,0,0,0,0,0
17.21,457,0.23,105,68,25,3,3,33.32,0,0,0,0,0
16.94,449,0.22,99,63.24,25,3,3,32.11,0,0,0,0,0
29.44,781,0.218,170,189.12,75,1,1,21.12,0,0,0,0,0
22.52,597,0.176,105,89,50,2,2,35.19,0,0,0,0,0
30.59,811,0.274,222,256.32,100,1,1,19.75,0,0,0,0,0
17.16,455,0.23,105,67.72,25,3,3,33.43,0,0,0,0,0
22.85,606,0.211,128,110.34,75,2,2,36.85,0,0,0,0,0
16.99,451,0.236,107,68.21,25,3,3,31.3,0,0,0,0,0
22.44,595,0.178,106,89.59,50,2,2,36.28,0,0,0,0,0
17.1,454,0.241,109,70.38,50,3,3,31.98,0,0,0,0,0
30.32,804,0.27,217,248.08,100,1,1,20.8,0,0,0,0,0
17.45,463,0.257,119,78.29,50,3,3,33.82,0,0,0,0,0
22.52,597,0.187,111,94.62,50,2,2,33.92,0,0,0,0,0
30.39,806,0.268,216,247.15,100,1,1,19.37,0,0,0,0,0
22.45,595,0.174,104,87.83,50,2,2,35.24,0,0,0,0,0
17.78,472,0.271,128,85.57,50,3,3,32.97,0,0,0,0,0
17.08,453,0.236,107,68.95,25,3,3,33.52,0,0,0,0,0
30.29,803,0.26,209,238.71,100,1,1,19.95,0,0,0,0,0
30.15,800,0.247,197,224.4,75,1,1,20.21,0,0,0,0,0
17.24,457,0.227,104,67.33,25,3,3,33.02,0,0,0,0,0
17.15,455,0.221,101,64.99,25,3,3,32.51,0,0,0,0,0
17.47,463,0.247,114,75.27,50,3,3,33.09,0,0,0,0,0
16.98,450,0.255,115,73.42,50,3,3,34.01,0,0,0,0,0
29.78,790,0.242,191,214.32,75,1,1,20.37,0,0,0,0,0
29.88,793,0.244,194,218.15,75,1,1,18.56,0,0,0,0,0
22.1,586,0.149,87,72.69,0,2,2,32.78,0,0,0,0,0
17.73,470,0.267,126,84.02,50,3,3,32.27,0,0,0,0,0
17.36,460,0.236,109,71.07,50,3,3,33.53,0,0,0,0,0
23.27,617,0.21,130,113.74,75,2,2,35.64,0,0,0,0,0
29.81,791,0.252,199,223.7,75,1,1,18.25,0,0,0,0,0
22.95,609,0.197,120,104.02,50,2,2,35.47,0,0,0,0,0
17.39,461,0.26,120,78.46,50,3,3,32.34,0,0,0,0,0
23.01,610,0.205,125,108.7,75,2,1,35.11,1,0,1,0,1
17.59,466,0.274,128,84.78,50,3,3,32.79,0,0,0,0,0
17.2,456,0.264,120,78.02,50,3,3,33.21,0,0,0,0,0
23.03,611,0.204,125,108.33,50,2,2,34.64,0,0,0,0,0
16.99,451,0.233,105,67.36,25,3,3,33.3,0,0,0,0,0
22.49,597,0.182,109,92.12,50,2,2,35.4,0,0,0,0,0
17.38,461,0.25,115,75.38,50,3,3,32.4,0,0,0,0,0
29.43,781,0.2,156,173.01,75,1,1,20.54,0,0,0,0,0
29.43,781,0.208,162,180.14,75,1,1,19.5,0,0,0,0,0
17.57,466,0.244,114,75.42,50,3,3,32.77,0,0,0,0,0
29.79,790,0.239,188,211.66,75,1,1,20.99,0,0,0,0,0
30.43,807,0.274,221,253.35,100,1,1,19.65,0,0,0,0,0
17.54,465,0.282,131,86.82,75,3,3,34.88,0,0,0,0,0
30.27,803,0.249,200,227.72,75,1,1,18.73,0,0,0,0,0
17.75,471,0.269,127,84.78,50,3,3,32.89,0,0,0,0,0
30.35,805,0.28,225,257.88,100,1,1,20.07,0,0,0,0,0
17.34,460,0.244,112,73.29,50,3,3,33.57,0,0,0,0,0
22.18,588,0.151,89,74.17,0,2,1,36.7,1,0,1,0,1
22.63,600,0.165,99,84.39,25,2,2,36.1,0,0,0,0,0
17.72,470,0.263,124,82.54,50,3,3,33.44,0,0,0,0,0
17.31,459,0.241,111,72.28,50,3,3,31.18,0,0,0,0,0
17.29,459,0.252,115,75.22,50,3,3,33.14,0,0,0,0,0
22.44,595,0.167,129,84.01,25,2,2,36.86,1,0,1,0,0
29.99,795,0.24,191,216.23,75,1,1,19.79,0,0,0,0,0
30.46,808,0.273,221,253.4,100,1,1,17.36,0,0,0,0,0
30.26,803,0.253,203,231.53,100,1,1,18.24,0,0,0,0,0
17.92,475,0.272,129,87.45,50,3,3,33.21,0,0,0,0,0
16.91,449,0.227,102,64.82,25,3,3,33.35,0,0,0,0,0
17.49,464,0.26,121,79.44,50,3,3,33.06,0,0,0,0,0
30.15,800,0.244,195,221.54,75,1,1,19.29,0,0,0,0,0
22.34,593,0.157,93,78.22,25,2,2,35.23,0,0,0,0,0
17.35,460,0.263,121,79.27,50,3,3,31.54,0,0,0,0,0
30.16,800,0.246,197,223.99,75,1,1,19.72,0,0,0,0,0
30.08,798,0.24,191,216.94,75,1,1,19.43,0,0,0,0,0
17.11,454,0.231,105,67.78,25,3,3,31.63,0,0,0,0,0
17.34,460,0.256,118,76.81,50,3,3,33.29,0,0,0,0,0
17.4,462,0.253,117,76.51,50,3,3,34.83,0,0,0,0,0
22.62,600,0.171,102,87.25,25,2,2,34.37,0,0,0,0,0
22.74,603,0.19,114,98,50,2,2,35.08,0,0,0,0,0
17.12,454,0.224,102,65.67,25,3,3,34.81,0,0,0,0,0
22.22,589,0.196,116,96.93,50,2,2,34.01,0,0,0,0,0
17.43,462,0.261,121,79.3,50,3,3,35.2,0,0,0,0,0
29.99,796,0.241,191,216.36,75,1,1,19.98,0,0,0,0,0
17.77,471,0.276,130,87.23,50,3,3,35.4,0,0,0,0,0
22.32,592,0.169,100,84.23,25,2,2,35.09,0,0,0,0,0
23.1,613,0.237,145,126.42,75,2,2,34.97,0,0,0,0,0
17.87,474,0.285,135,90.99,75,3,3,32.38,0,0,0,0,0
29.9,793,0.223,177,199.74,75,1,1,19.69,0,0,0,0,0
17.41,462,0.266,123,80.51,50,3,3,32.39,0,0,0,0,0
22.05,585,0.14,82,67.91,0,2,2,34.98,0,0,0,0,0
17.62,467,0.268,125,83.06,50,3,3,33.83,0,0,0,0,0
22.5,597,0.177,105,89.43,50,2,2,33.07,0,0,0,0,0
17.32,459,0.269,124,80.78,50,3,3,31.89,0,0,0,0,0
29.52,783,0.197,154,171.57,75,1,1,20.28,0,0,0,0,0
17.52,465,0.262,122,80.49,50,3,3,33.21,0,0,0,0,0
22.51,597,0.199,119,100.92,50,2,2,35.15,0,0,0,0,0
17.89,474,0.287,136,91.68,75,3,3,34.61,0,0,0,0,0
17.81,472,0.266,126,84.36,50,3,3,33.95,0,0,0,0,0
22.11,586,0.148,87,72.49,0,2,2,35.55,0,0,0,0,0
17.31,459,0.243,111,72.71,50,3,3,32.42,0,0,0,0,0
30.26,803,0.257,206,235.06,100,1,1,18.33,0,0,0,0,0
30.21,801,0.279,224,254.85,100,1,1,20.08,0,0,0,0,0
23,610,0.205,125,108.46,75,2,2,33.34,0,0,0,0,0
22.99,610,0.211,129,111.38,75,2,2,34.39,0,0,0,0,0
29.87,792,0.218,173,194.38,75,1,1,20.7,0,0,0,0,0
17.41,462,0.248,115,75.17,50,3,3,32.72,0,0,0,0,0
30.07,798,0.254,203,229.91,100,1,1,18.45,0,0,0,0,0
17.37,461,0.276,127,83.32,50,3,3,33.08,0,0,0,0,0
17.92,475,0.275,131,88.31,75,3,3,33.05,0,0,0,0,0
17.19,456,0.225,103,66.65,25,3,3,33.68,0,0,0,0,0
18.02,478,0.295,141,95.8,75,3,3,32.73,0,0,0,0,0
16.85,447,0.219,127,62.22,25,3,3,31.91,0,0,0,0,0
30.35,805,0.258,208,237.72,100,1,1,20.85,0,0,0,0,0
30.24,802,0.266,214,243.63,100,1,1,17.46,0,0,0,0,0
17.67,469,0.268,126,83.72,50,3,3,33.47,0,0,0,0,0
17.27,458,0.253,116,75.63,50,3,3,33.03,0,0,0,0,0
17.32,459,0.253,116,75.82,50,3,3,31.74,0,0,0,0,0
22.59,599,0.153,92,77.96,25,2,2,35.38,0,0,0,0,0
29.6,785,0.22,173,192.93,75,1,1,19.89,0,0,0,0,0
17.87,474,0.288,137,92.1,75,3,3,32.64,0,0,0,0,0
